import time: self [us] | cumulative | imported package
import time:      2266 |       7584 |             google.cloud.compute_v1.services.reservation_sub_blocks.client
import time:       332 |       7915 |           google.cloud.compute_v1.services.reservation_sub_blocks
import time:       589 |        589 |               google.cloud.compute_v1.services.reservations.pagers
import time:       997 |        997 |                   google.cloud.compute_v1.services.reservations.transports.base
import time:       888 |        888 |                     google.cloud.compute_v1.services.reservations.transports.rest_base
import time:      4880 |       5768 |                   google.cloud.compute_v1.services.reservations.transports.rest
import time:       304 |       7067 |                 google.cloud.compute_v1.services.reservations.transports
import time:        36 |       7103 |               google.cloud.compute_v1.services.reservations.transports.base
import time:      2132 |       9823 |             google.cloud.compute_v1.services.reservations.client
import time:       334 |      10157 |           google.cloud.compute_v1.services.reservations
import time:       735 |        735 |               google.cloud.compute_v1.services.resource_policies.pagers
import time:       966 |        966 |                   google.cloud.compute_v1.services.resource_policies.transports.base
import time:       804 |        804 |                     google.cloud.compute_v1.services.resource_policies.transports.rest_base
import time:      2937 |       3741 |                   google.cloud.compute_v1.services.resource_policies.transports.rest
import time:       353 |       5059 |                 google.cloud.compute_v1.services.resource_policies.transports
import time:        45 |       5104 |               google.cloud.compute_v1.services.resource_policies.transports.base
import time:      1931 |       7768 |             google.cloud.compute_v1.services.resource_policies.client
import time:       404 |       8172 |           google.cloud.compute_v1.services.resource_policies
import time:       467 |        467 |               google.cloud.compute_v1.services.rollout_plans.pagers
import time:       786 |        786 |                   google.cloud.compute_v1.services.rollout_plans.transports.base
import time:       504 |        504 |                     google.cloud.compute_v1.services.rollout_plans.transports.rest_base
import time:      2216 |       2719 |                   google.cloud.compute_v1.services.rollout_plans.transports.rest
import time:       304 |       3808 |                 google.cloud.compute_v1.services.rollout_plans.transports
import time:        37 |       3845 |               google.cloud.compute_v1.services.rollout_plans.transports.base
import time:      1366 |       5676 |             google.cloud.compute_v1.services.rollout_plans.client
import time:       387 |       6063 |           google.cloud.compute_v1.services.rollout_plans
import time:       454 |        454 |               google.cloud.compute_v1.services.rollouts.pagers
import time:       791 |        791 |                   google.cloud.compute_v1.services.rollouts.transports.base
import time:       516 |        516 |                     google.cloud.compute_v1.services.rollouts.transports.rest_base
import time:      2569 |       3084 |                   google.cloud.compute_v1.services.rollouts.transports.rest
import time:       318 |       4192 |                 google.cloud.compute_v1.services.rollouts.transports
import time:        41 |       4233 |               google.cloud.compute_v1.services.rollouts.transports.base
import time:      1347 |       6032 |             google.cloud.compute_v1.services.rollouts.client
import time:       322 |       6354 |           google.cloud.compute_v1.services.rollouts
import time:       909 |        909 |               google.cloud.compute_v1.services.routers.pagers
import time:      1759 |       1759 |                   google.cloud.compute_v1.services.routers.transports.base
import time:      1194 |       1194 |                     google.cloud.compute_v1.services.routers.transports.rest_base
import time:      4266 |       5460 |                   google.cloud.compute_v1.services.routers.transports.rest
import time:       333 |       7551 |                 google.cloud.compute_v1.services.routers.transports
import time:        37 |       7588 |               google.cloud.compute_v1.services.routers.transports.base
import time:      2614 |      11111 |             google.cloud.compute_v1.services.routers.client
import time:       390 |      11501 |           google.cloud.compute_v1.services.routers
import time:       434 |        434 |               google.cloud.compute_v1.services.routes.pagers
import time:       811 |        811 |                   google.cloud.compute_v1.services.routes.transports.base
import time:       762 |        762 |                     google.cloud.compute_v1.services.routes.transports.rest_base
import time:      2181 |       2943 |                   google.cloud.compute_v1.services.routes.transports.rest
import time:       350 |       4102 |                 google.cloud.compute_v1.services.routes.transports
import time:        38 |       4140 |               google.cloud.compute_v1.services.routes.transports.base
import time:      1455 |       6028 |             google.cloud.compute_v1.services.routes.client
import time:       375 |       6402 |           google.cloud.compute_v1.services.routes
import time:       606 |        606 |               google.cloud.compute_v1.services.security_policies.pagers
import time:      1358 |       1358 |                   google.cloud.compute_v1.services.security_policies.transports.base
import time:       942 |        942 |                     google.cloud.compute_v1.services.security_policies.transports.rest_base
import time:      3050 |       3992 |                   google.cloud.compute_v1.services.security_policies.transports.rest
import time:       321 |       5670 |                 google.cloud.compute_v1.services.security_policies.transports
import time:        40 |       5709 |               google.cloud.compute_v1.services.security_policies.transports.base
import time:      2299 |       8613 |             google.cloud.compute_v1.services.security_policies.client
import time:       343 |       8955 |           google.cloud.compute_v1.services.security_policies
import time:       703 |        703 |               google.cloud.compute_v1.services.service_attachments.pagers
import time:      1109 |       1109 |                   google.cloud.compute_v1.services.service_attachments.transports.base
import time:       744 |        744 |                     google.cloud.compute_v1.services.service_attachments.transports.rest_base
import time:      2830 |       3574 |                   google.cloud.compute_v1.services.service_attachments.transports.rest
import time:       344 |       5025 |                 google.cloud.compute_v1.services.service_attachments.transports
import time:        39 |       5063 |               google.cloud.compute_v1.services.service_attachments.transports.base
import time:      3374 |       9140 |             google.cloud.compute_v1.services.service_attachments.client
import time:       382 |       9522 |           google.cloud.compute_v1.services.service_attachments
import time:       754 |        754 |                   google.cloud.compute_v1.services.snapshot_settings_service.transports.base
import time:       658 |        658 |                     google.cloud.compute_v1.services.snapshot_settings_service.transports.rest_base
import time:      1854 |       2512 |                   google.cloud.compute_v1.services.snapshot_settings_service.transports.rest
import time:       349 |       3614 |                 google.cloud.compute_v1.services.snapshot_settings_service.transports
import time:        32 |       3645 |               google.cloud.compute_v1.services.snapshot_settings_service.transports.base
import time:      1296 |       4941 |             google.cloud.compute_v1.services.snapshot_settings_service.client
import time:       342 |       5283 |           google.cloud.compute_v1.services.snapshot_settings_service
import time:       419 |        419 |               google.cloud.compute_v1.services.snapshots.pagers
import time:       948 |        948 |                   google.cloud.compute_v1.services.snapshots.transports.base
import time:       820 |        820 |                     google.cloud.compute_v1.services.snapshots.transports.rest_base
import time:      3120 |       3940 |                   google.cloud.compute_v1.services.snapshots.transports.rest
import time:       365 |       5252 |                 google.cloud.compute_v1.services.snapshots.transports
import time:        36 |       5288 |               google.cloud.compute_v1.services.snapshots.transports.base
import time:      1924 |       7629 |             google.cloud.compute_v1.services.snapshots.client
import time:       346 |       7974 |           google.cloud.compute_v1.services.snapshots
import time:       677 |        677 |               google.cloud.compute_v1.services.ssl_certificates.pagers
import time:       839 |        839 |                   google.cloud.compute_v1.services.ssl_certificates.transports.base
import time:       851 |        851 |                     google.cloud.compute_v1.services.ssl_certificates.transports.rest_base
import time:      2241 |       3091 |                   google.cloud.compute_v1.services.ssl_certificates.transports.rest
import time:       367 |       4297 |                 google.cloud.compute_v1.services.ssl_certificates.transports
import time:        42 |       4338 |               google.cloud.compute_v1.services.ssl_certificates.transports.base
import time:      1557 |       6571 |             google.cloud.compute_v1.services.ssl_certificates.client
import time:       408 |       6978 |           google.cloud.compute_v1.services.ssl_certificates
import time:       746 |        746 |               google.cloud.compute_v1.services.ssl_policies.pagers
import time:      1151 |       1151 |                   google.cloud.compute_v1.services.ssl_policies.transports.base
import time:       692 |        692 |                     google.cloud.compute_v1.services.ssl_policies.transports.rest_base
import time:      2776 |       3467 |                   google.cloud.compute_v1.services.ssl_policies.transports.rest
import time:       367 |       4984 |                 google.cloud.compute_v1.services.ssl_policies.transports
import time:        39 |       5023 |               google.cloud.compute_v1.services.ssl_policies.transports.base
import time:      1892 |       7660 |             google.cloud.compute_v1.services.ssl_policies.client
import time:       335 |       7995 |           google.cloud.compute_v1.services.ssl_policies
import time:       605 |        605 |               google.cloud.compute_v1.services.storage_pool_types.pagers
import time:       804 |        804 |                   google.cloud.compute_v1.services.storage_pool_types.transports.base
import time:       532 |        532 |                     google.cloud.compute_v1.services.storage_pool_types.transports.rest_base
import time:      2327 |       2858 |                   google.cloud.compute_v1.services.storage_pool_types.transports.rest
import time:       349 |       4010 |                 google.cloud.compute_v1.services.storage_pool_types.transports
import time:        38 |       4047 |               google.cloud.compute_v1.services.storage_pool_types.transports.base
import time:      1268 |       5918 |             google.cloud.compute_v1.services.storage_pool_types.client
import time:       365 |       6282 |           google.cloud.compute_v1.services.storage_pool_types
import time:       698 |        698 |               google.cloud.compute_v1.services.storage_pools.pagers
import time:      1067 |       1067 |                   google.cloud.compute_v1.services.storage_pools.transports.base
import time:       984 |        984 |                     google.cloud.compute_v1.services.storage_pools.transports.rest_base
import time:      2801 |       3785 |                   google.cloud.compute_v1.services.storage_pools.transports.rest
import time:       348 |       5198 |                 google.cloud.compute_v1.services.storage_pools.transports
import time:        39 |       5236 |               google.cloud.compute_v1.services.storage_pools.transports.base
import time:      2098 |       8031 |             google.cloud.compute_v1.services.storage_pools.client
import time:       343 |       8373 |           google.cloud.compute_v1.services.storage_pools
import time:       713 |        713 |               google.cloud.compute_v1.services.subnetworks.pagers
import time:      1126 |       1126 |                   google.cloud.compute_v1.services.subnetworks.transports.base
import time:      1099 |       1099 |                     google.cloud.compute_v1.services.subnetworks.transports.rest_base
import time:      4501 |       5600 |                   google.cloud.compute_v1.services.subnetworks.transports.rest
import time:       325 |       7050 |                 google.cloud.compute_v1.services.subnetworks.transports
import time:        35 |       7085 |               google.cloud.compute_v1.services.subnetworks.transports.base
import time:      2346 |      10143 |             google.cloud.compute_v1.services.subnetworks.client
import time:       347 |      10489 |           google.cloud.compute_v1.services.subnetworks
import time:       412 |        412 |               google.cloud.compute_v1.services.target_grpc_proxies.pagers
import time:       770 |        770 |                   google.cloud.compute_v1.services.target_grpc_proxies.transports.base
import time:     82860 |      82860 |                     google.cloud.compute_v1.services.target_grpc_proxies.transports.rest_base
import time:      2498 |      85358 |                   google.cloud.compute_v1.services.target_grpc_proxies.transports.rest
import time:       307 |      86433 |                 google.cloud.compute_v1.services.target_grpc_proxies.transports
import time:        38 |      86471 |               google.cloud.compute_v1.services.target_grpc_proxies.transports.base
import time:      1514 |      88395 |             google.cloud.compute_v1.services.target_grpc_proxies.client
import time:       405 |      88800 |           google.cloud.compute_v1.services.target_grpc_proxies
import time:       745 |        745 |               google.cloud.compute_v1.services.target_http_proxies.pagers
import time:      1149 |       1149 |                   google.cloud.compute_v1.services.target_http_proxies.transports.base
import time:       673 |        673 |                     google.cloud.compute_v1.services.target_http_proxies.transports.rest_base
import time:      2725 |       3398 |                   google.cloud.compute_v1.services.target_http_proxies.transports.rest
import time:       347 |       4893 |                 google.cloud.compute_v1.services.target_http_proxies.transports
import time:        42 |       4934 |               google.cloud.compute_v1.services.target_http_proxies.transports.base
import time:      2074 |       7753 |             google.cloud.compute_v1.services.target_http_proxies.client
import time:       447 |       8199 |           google.cloud.compute_v1.services.target_http_proxies
import time:       616 |        616 |               google.cloud.compute_v1.services.target_https_proxies.pagers
import time:      1048 |       1048 |                   google.cloud.compute_v1.services.target_https_proxies.transports.base
import time:      1044 |       1044 |                     google.cloud.compute_v1.services.target_https_proxies.transports.rest_base
import time:      3135 |       4178 |                   google.cloud.compute_v1.services.target_https_proxies.transports.rest
import time:       387 |       5612 |                 google.cloud.compute_v1.services.target_https_proxies.transports
import time:        37 |       5649 |               google.cloud.compute_v1.services.target_https_proxies.transports.base
import time:      2257 |       8521 |             google.cloud.compute_v1.services.target_https_proxies.client
import time:       387 |       8908 |           google.cloud.compute_v1.services.target_https_proxies
import time:       638 |        638 |               google.cloud.compute_v1.services.target_instances.pagers
import time:      1085 |       1085 |                   google.cloud.compute_v1.services.target_instances.transports.base
import time:       877 |        877 |                     google.cloud.compute_v1.services.target_instances.transports.rest_base
import time:      2489 |       3365 |                   google.cloud.compute_v1.services.target_instances.transports.rest
import time:       402 |       4852 |                 google.cloud.compute_v1.services.target_instances.transports
import time:        37 |       4888 |               google.cloud.compute_v1.services.target_instances.transports.base
import time:      1780 |       7304 |             google.cloud.compute_v1.services.target_instances.client
import time:       470 |       7774 |           google.cloud.compute_v1.services.target_instances
import time:       597 |        597 |               google.cloud.compute_v1.services.target_pools.pagers
import time:      1142 |       1142 |                   google.cloud.compute_v1.services.target_pools.transports.base
import time:      1192 |       1192 |                     google.cloud.compute_v1.services.target_pools.transports.rest_base
import time:      3634 |       4826 |                   google.cloud.compute_v1.services.target_pools.transports.rest
import time:       338 |       6305 |                 google.cloud.compute_v1.services.target_pools.transports
import time:        38 |       6342 |               google.cloud.compute_v1.services.target_pools.transports.base
import time:      2823 |       9761 |             google.cloud.compute_v1.services.target_pools.client
import time:       341 |      10101 |           google.cloud.compute_v1.services.target_pools
import time:       466 |        466 |               google.cloud.compute_v1.services.target_ssl_proxies.pagers
import time:      1012 |       1012 |                   google.cloud.compute_v1.services.target_ssl_proxies.transports.base
import time:      1046 |       1046 |                     google.cloud.compute_v1.services.target_ssl_proxies.transports.rest_base
import time:      2842 |       3887 |                   google.cloud.compute_v1.services.target_ssl_proxies.transports.rest
import time:       318 |       5217 |                 google.cloud.compute_v1.services.target_ssl_proxies.transports
import time:        37 |       5253 |               google.cloud.compute_v1.services.target_ssl_proxies.transports.base
import time:      2249 |       7967 |             google.cloud.compute_v1.services.target_ssl_proxies.client
import time:       380 |       8347 |           google.cloud.compute_v1.services.target_ssl_proxies
import time:       681 |        681 |               google.cloud.compute_v1.services.target_tcp_proxies.pagers
import time:       929 |        929 |                   google.cloud.compute_v1.services.target_tcp_proxies.transports.base
import time:      1009 |       1009 |                     google.cloud.compute_v1.services.target_tcp_proxies.transports.rest_base
import time:      2614 |       3622 |                   google.cloud.compute_v1.services.target_tcp_proxies.transports.rest
import time:       366 |       4916 |                 google.cloud.compute_v1.services.target_tcp_proxies.transports
import time:        39 |       4955 |               google.cloud.compute_v1.services.target_tcp_proxies.transports.base
import time:      1849 |       7483 |             google.cloud.compute_v1.services.target_tcp_proxies.client
import time:       336 |       7819 |           google.cloud.compute_v1.services.target_tcp_proxies
import time:      2166 |       2166 |               google.cloud.compute_v1.services.target_vpn_gateways.pagers
import time:       902 |        902 |                   google.cloud.compute_v1.services.target_vpn_gateways.transports.base
import time:       653 |        653 |                     google.cloud.compute_v1.services.target_vpn_gateways.transports.rest_base
import time:      2502 |       3154 |                   google.cloud.compute_v1.services.target_vpn_gateways.transports.rest
import time:       355 |       4411 |                 google.cloud.compute_v1.services.target_vpn_gateways.transports
import time:        40 |       4451 |               google.cloud.compute_v1.services.target_vpn_gateways.transports.base
import time:      1661 |       8277 |             google.cloud.compute_v1.services.target_vpn_gateways.client
import time:       328 |       8604 |           google.cloud.compute_v1.services.target_vpn_gateways
import time:       662 |        662 |               google.cloud.compute_v1.services.url_maps.pagers
import time:      1086 |       1086 |                   google.cloud.compute_v1.services.url_maps.transports.base
import time:       979 |        979 |                     google.cloud.compute_v1.services.url_maps.transports.rest_base
import time:      2884 |       3863 |                   google.cloud.compute_v1.services.url_maps.transports.rest
import time:       358 |       5306 |                 google.cloud.compute_v1.services.url_maps.transports
import time:        49 |       5354 |               google.cloud.compute_v1.services.url_maps.transports.base
import time:      2156 |       8171 |             google.cloud.compute_v1.services.url_maps.client
import time:       393 |       8563 |           google.cloud.compute_v1.services.url_maps
import time:       635 |        635 |               google.cloud.compute_v1.services.vpn_gateways.pagers
import time:       971 |        971 |                   google.cloud.compute_v1.services.vpn_gateways.transports.base
import time:       905 |        905 |                     google.cloud.compute_v1.services.vpn_gateways.transports.rest_base
import time:      2835 |       3739 |                   google.cloud.compute_v1.services.vpn_gateways.transports.rest
import time:       358 |       5067 |                 google.cloud.compute_v1.services.vpn_gateways.transports
import time:        38 |       5105 |               google.cloud.compute_v1.services.vpn_gateways.transports.base
import time:      1793 |       7531 |             google.cloud.compute_v1.services.vpn_gateways.client
import time:       359 |       7890 |           google.cloud.compute_v1.services.vpn_gateways
import time:       789 |        789 |               google.cloud.compute_v1.services.vpn_tunnels.pagers
import time:      1007 |       1007 |                   google.cloud.compute_v1.services.vpn_tunnels.transports.base
import time:       690 |        690 |                     google.cloud.compute_v1.services.vpn_tunnels.transports.rest_base
import time:      2761 |       3450 |                   google.cloud.compute_v1.services.vpn_tunnels.transports.rest
import time:       417 |       4872 |                 google.cloud.compute_v1.services.vpn_tunnels.transports
import time:        37 |       4909 |               google.cloud.compute_v1.services.vpn_tunnels.transports.base
import time:      1583 |       7281 |             google.cloud.compute_v1.services.vpn_tunnels.client
import time:       373 |       7653 |           google.cloud.compute_v1.services.vpn_tunnels
import time:       448 |        448 |               google.cloud.compute_v1.services.wire_groups.pagers
import time:       818 |        818 |                   google.cloud.compute_v1.services.wire_groups.transports.base
import time:       815 |        815 |                     google.cloud.compute_v1.services.wire_groups.transports.rest_base
import time:      2139 |       2954 |                   google.cloud.compute_v1.services.wire_groups.transports.rest
import time:       366 |       4136 |                 google.cloud.compute_v1.services.wire_groups.transports
import time:        37 |       4173 |               google.cloud.compute_v1.services.wire_groups.transports.base
import time:      1494 |       6114 |             google.cloud.compute_v1.services.wire_groups.client
import time:       346 |       6459 |           google.cloud.compute_v1.services.wire_groups
import time:       463 |        463 |               google.cloud.compute_v1.services.zone_vm_extension_policies.pagers
import time:       968 |        968 |                   google.cloud.compute_v1.services.zone_vm_extension_policies.transports.base
import time:       650 |        650 |                     google.cloud.compute_v1.services.zone_vm_extension_policies.transports.rest_base
import time:      2191 |       2840 |                   google.cloud.compute_v1.services.zone_vm_extension_policies.transports.rest
import time:       323 |       4129 |                 google.cloud.compute_v1.services.zone_vm_extension_policies.transports
import time:        37 |       4165 |               google.cloud.compute_v1.services.zone_vm_extension_policies.transports.base
import time:      1528 |       6155 |             google.cloud.compute_v1.services.zone_vm_extension_policies.client
import time:       341 |       6496 |           google.cloud.compute_v1.services.zone_vm_extension_policies
import time:       654 |        654 |               google.cloud.compute_v1.services.zones.pagers
import time:       743 |        743 |                   google.cloud.compute_v1.services.zones.transports.base
import time:       407 |        407 |                     google.cloud.compute_v1.services.zones.transports.rest_base
import time:      1781 |       2188 |                   google.cloud.compute_v1.services.zones.transports.rest
import time:       303 |       3233 |                 google.cloud.compute_v1.services.zones.transports
import time:        37 |       3269 |               google.cloud.compute_v1.services.zones.transports.base
import time:      1205 |       5128 |             google.cloud.compute_v1.services.zones.client
import time:       398 |       5525 |           google.cloud.compute_v1.services.zones
import time:      5247 |    2479501 |         google.cloud.compute_v1
import time:        41 |    2479542 |       google.cloud.compute_v1.services
import time:        26 |    2479567 |     google.cloud.compute_v1.services.accelerator_types
import time:        39 |    2479605 |   google.cloud.compute_v1.services.accelerator_types.client
import time:      5074 |    2485327 | google.cloud.compute
