import time: self [us] | cumulative | imported package
import time:       924 |        924 |                       google.cloud.aiplatform_v1beta1.types.tensorboard_experiment
import time:       933 |        933 |                       google.cloud.aiplatform_v1beta1.types.tensorboard_run
import time:      8923 |       8923 |                       google.cloud.aiplatform_v1beta1.types.tensorboard_service
import time:      6065 |       6065 |                       google.cloud.aiplatform_v1beta1.types.vertex_rag_data_service
import time:      4252 |       4252 |                       google.cloud.aiplatform_v1beta1.types.vertex_rag_service
import time:      3964 |       3964 |                       google.cloud.aiplatform_v1beta1.types.vizier_service
import time:      4378 |     422760 |                     google.cloud.aiplatform_v1beta1.types
import time:      1773 |     424532 |                   google.cloud.aiplatform_v1beta1.services.dataset_service.pagers
import time:      2190 |       2190 |                       google.cloud.aiplatform_v1beta1.services.dataset_service.transports.base
import time:      1533 |       1533 |                       google.cloud.aiplatform_v1beta1.services.dataset_service.transports.grpc
import time:      1605 |       1605 |                       google.cloud.aiplatform_v1beta1.services.dataset_service.transports.grpc_asyncio
import time:      1831 |       1831 |                         google.cloud.aiplatform_v1beta1.services.dataset_service.transports.rest_base
import time:      5455 |       7286 |                       google.cloud.aiplatform_v1beta1.services.dataset_service.transports.rest
import time:       188 |        188 |                         aiohttp
import time:      1738 |       1925 |                       google.cloud.aiplatform_v1beta1.services.dataset_service.transports.rest_asyncio
import time:       719 |      15256 |                     google.cloud.aiplatform_v1beta1.services.dataset_service.transports
import time:        66 |      15321 |                   google.cloud.aiplatform_v1beta1.services.dataset_service.transports.base
import time:       169 |        169 |                     aiohttp
import time:      1175 |       1343 |                   google.cloud.aiplatform_v1beta1.services.dataset_service.transports.rest_asyncio
import time:      3364 |     444559 |                 google.cloud.aiplatform_v1beta1.services.dataset_service.client
import time:      1819 |       1819 |                 google.cloud.aiplatform_v1beta1.services.dataset_service.async_client
import time:       446 |     447045 |               google.cloud.aiplatform_v1beta1.services.dataset_service
import time:      1441 |       1441 |                   google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.pagers
import time:      1353 |       1353 |                       google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.transports.base
import time:       977 |        977 |                       google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.transports.grpc
import time:       949 |        949 |                       google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.transports.grpc_asyncio
import time:      1206 |       1206 |                         google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.transports.rest_base
import time:      5099 |       6305 |                       google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.transports.rest
import time:       183 |        183 |                         aiohttp
import time:      1237 |       1420 |                       google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.transports.rest_asyncio
import time:       608 |      11610 |                     google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.transports
import time:        69 |      11679 |                   google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.transports.base
import time:       154 |        154 |                     aiohttp
import time:       841 |        995 |                   google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.transports.rest_asyncio
import time:      2126 |      16239 |                 google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.client
import time:      1171 |       1171 |                 google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service.async_client
import time:       454 |      17862 |               google.cloud.aiplatform_v1beta1.services.deployment_resource_pool_service
import time:       589 |        589 |                   google.cloud.aiplatform_v1beta1.services.endpoint_service.pagers
import time:      1279 |       1279 |                       google.cloud.aiplatform_v1beta1.services.endpoint_service.transports.base
import time:      1155 |       1155 |                       google.cloud.aiplatform_v1beta1.services.endpoint_service.transports.grpc
import time:      1085 |       1085 |                       google.cloud.aiplatform_v1beta1.services.endpoint_service.transports.grpc_asyncio
import time:      1423 |       1423 |                         google.cloud.aiplatform_v1beta1.services.endpoint_service.transports.rest_base
import time:      3903 |       5325 |                       google.cloud.aiplatform_v1beta1.services.endpoint_service.transports.rest
import time:       217 |        217 |                         aiohttp
import time:      1368 |       1585 |                       google.cloud.aiplatform_v1beta1.services.endpoint_service.transports.rest_asyncio
import time:       545 |      10970 |                     google.cloud.aiplatform_v1beta1.services.endpoint_service.transports
import time:        58 |      11027 |                   google.cloud.aiplatform_v1beta1.services.endpoint_service.transports.base
import time:       163 |        163 |                     aiohttp
import time:       922 |       1085 |                   google.cloud.aiplatform_v1beta1.services.endpoint_service.transports.rest_asyncio
import time:      2725 |      15424 |                 google.cloud.aiplatform_v1beta1.services.endpoint_service.client
import time:      1098 |       1098 |                 google.cloud.aiplatform_v1beta1.services.endpoint_service.async_client
import time:       389 |      16911 |               google.cloud.aiplatform_v1beta1.services.endpoint_service
import time:       988 |        988 |                       google.cloud.aiplatform_v1beta1.services.evaluation_service.transports.base
import time:       976 |        976 |                       google.cloud.aiplatform_v1beta1.services.evaluation_service.transports.grpc
import time:       833 |        833 |                       google.cloud.aiplatform_v1beta1.services.evaluation_service.transports.grpc_asyncio
import time:      1172 |       1172 |                         google.cloud.aiplatform_v1beta1.services.evaluation_service.transports.rest_base
import time:      3019 |       4190 |                       google.cloud.aiplatform_v1beta1.services.evaluation_service.transports.rest
import time:       180 |        180 |                         aiohttp
import time:      1037 |       1217 |                       google.cloud.aiplatform_v1beta1.services.evaluation_service.transports.rest_asyncio
import time:       509 |       8709 |                     google.cloud.aiplatform_v1beta1.services.evaluation_service.transports
import time:        48 |       8757 |                   google.cloud.aiplatform_v1beta1.services.evaluation_service.transports.base
import time:       165 |        165 |                     aiohttp
import time:       761 |        925 |                   google.cloud.aiplatform_v1beta1.services.evaluation_service.transports.rest_asyncio
import time:      1625 |      11307 |                 google.cloud.aiplatform_v1beta1.services.evaluation_service.client
import time:       803 |        803 |                 google.cloud.aiplatform_v1beta1.services.evaluation_service.async_client
import time:       385 |      12493 |               google.cloud.aiplatform_v1beta1.services.evaluation_service
import time:       926 |        926 |                   google.cloud.aiplatform_v1beta1.services.example_store_service.pagers
import time:      1407 |       1407 |                       google.cloud.aiplatform_v1beta1.services.example_store_service.transports.base
import time:       931 |        931 |                       google.cloud.aiplatform_v1beta1.services.example_store_service.transports.grpc
import time:      1131 |       1131 |                       google.cloud.aiplatform_v1beta1.services.example_store_service.transports.grpc_asyncio
import time:      1449 |       1449 |                         google.cloud.aiplatform_v1beta1.services.example_store_service.transports.rest_base
import time:      3661 |       5109 |                       google.cloud.aiplatform_v1beta1.services.example_store_service.transports.rest
import time:       176 |        176 |                         aiohttp
import time:      1264 |       1440 |                       google.cloud.aiplatform_v1beta1.services.example_store_service.transports.rest_asyncio
import time:       624 |      10640 |                     google.cloud.aiplatform_v1beta1.services.example_store_service.transports
import time:        66 |      10706 |                   google.cloud.aiplatform_v1beta1.services.example_store_service.transports.base
import time:       157 |        157 |                     aiohttp
import time:       931 |       1087 |                   google.cloud.aiplatform_v1beta1.services.example_store_service.transports.rest_asyncio
import time:      2087 |      14804 |                 google.cloud.aiplatform_v1beta1.services.example_store_service.client
import time:      2465 |       2465 |                 google.cloud.aiplatform_v1beta1.services.example_store_service.async_client
import time:       399 |      17668 |               google.cloud.aiplatform_v1beta1.services.example_store_service
import time:       824 |        824 |                       google.cloud.aiplatform_v1beta1.services.extension_execution_service.transports.base
import time:       751 |        751 |                       google.cloud.aiplatform_v1beta1.services.extension_execution_service.transports.grpc
import time:       985 |        985 |                       google.cloud.aiplatform_v1beta1.services.extension_execution_service.transports.grpc_asyncio
import time:       958 |        958 |                         google.cloud.aiplatform_v1beta1.services.extension_execution_service.transports.rest_base
import time:      2637 |       3595 |                       google.cloud.aiplatform_v1beta1.services.extension_execution_service.transports.rest
import time:       159 |        159 |                         aiohttp
import time:       855 |       1013 |                       google.cloud.aiplatform_v1beta1.services.extension_execution_service.transports.rest_asyncio
import time:       539 |       7705 |                     google.cloud.aiplatform_v1beta1.services.extension_execution_service.transports
import time:        48 |       7752 |                   google.cloud.aiplatform_v1beta1.services.extension_execution_service.transports.base
import time:       143 |        143 |                     aiohttp
import time:       620 |        762 |                   google.cloud.aiplatform_v1beta1.services.extension_execution_service.transports.rest_asyncio
import time:      1468 |       9981 |                 google.cloud.aiplatform_v1beta1.services.extension_execution_service.client
import time:       778 |        778 |                 google.cloud.aiplatform_v1beta1.services.extension_execution_service.async_client
import time:       397 |      11156 |               google.cloud.aiplatform_v1beta1.services.extension_execution_service
import time:       668 |        668 |                   google.cloud.aiplatform_v1beta1.services.extension_registry_service.pagers
import time:       879 |        879 |                       google.cloud.aiplatform_v1beta1.services.extension_registry_service.transports.base
import time:       822 |        822 |                       google.cloud.aiplatform_v1beta1.services.extension_registry_service.transports.grpc
import time:       900 |        900 |                       google.cloud.aiplatform_v1beta1.services.extension_registry_service.transports.grpc_asyncio
import time:      1034 |       1034 |                         google.cloud.aiplatform_v1beta1.services.extension_registry_service.transports.rest_base
import time:      3437 |       4471 |                       google.cloud.aiplatform_v1beta1.services.extension_registry_service.transports.rest
import time:       180 |        180 |                         aiohttp
import time:      1209 |       1388 |                       google.cloud.aiplatform_v1beta1.services.extension_registry_service.transports.rest_asyncio
import time:       564 |       9022 |                     google.cloud.aiplatform_v1beta1.services.extension_registry_service.transports
import time:        66 |       9088 |                   google.cloud.aiplatform_v1beta1.services.extension_registry_service.transports.base
import time:       157 |        157 |                     aiohttp
import time:       810 |        966 |                   google.cloud.aiplatform_v1beta1.services.extension_registry_service.transports.rest_asyncio
import time:      2081 |      12802 |                 google.cloud.aiplatform_v1beta1.services.extension_registry_service.client
import time:       963 |        963 |                 google.cloud.aiplatform_v1beta1.services.extension_registry_service.async_client
import time:       401 |      14165 |               google.cloud.aiplatform_v1beta1.services.extension_registry_service
import time:      1100 |       1100 |                   google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.pagers
import time:      1320 |       1320 |                       google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.transports.base
import time:      1179 |       1179 |                       google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.transports.grpc
import time:      1186 |       1186 |                       google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.transports.grpc_asyncio
import time:      1476 |       1476 |                         google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.transports.rest_base
import time:      4242 |       5717 |                       google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.transports.rest
import time:       379 |        379 |                         aiohttp
import time:      1388 |       1766 |                       google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.transports.rest_asyncio
import time:       581 |      11747 |                     google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.transports
import time:        65 |      11812 |                   google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.transports.base
import time:       157 |        157 |                     aiohttp
import time:       957 |       1113 |                   google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.transports.rest_asyncio
import time:      2757 |      16781 |                 google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.client
import time:      1109 |       1109 |                 google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service.async_client
import time:       449 |      18338 |               google.cloud.aiplatform_v1beta1.services.feature_online_store_admin_service
import time:      1051 |       1051 |                       google.cloud.aiplatform_v1beta1.services.feature_online_store_service.transports.base
import time:       813 |        813 |                       google.cloud.aiplatform_v1beta1.services.feature_online_store_service.transports.grpc
import time:       928 |        928 |                       google.cloud.aiplatform_v1beta1.services.feature_online_store_service.transports.grpc_asyncio
import time:      2496 |       2496 |                         google.cloud.aiplatform_v1beta1.services.feature_online_store_service.transports.rest_base
import time:     76402 |      78897 |                       google.cloud.aiplatform_v1beta1.services.feature_online_store_service.transports.rest
import time:       191 |        191 |                         aiohttp
import time:      1209 |       1399 |                       google.cloud.aiplatform_v1beta1.services.feature_online_store_service.transports.rest_asyncio
import time:       572 |      83658 |                     google.cloud.aiplatform_v1beta1.services.feature_online_store_service.transports
import time:        53 |      83710 |                   google.cloud.aiplatform_v1beta1.services.feature_online_store_service.transports.base
import time:       150 |        150 |                     aiohttp
import time:       738 |        888 |                   google.cloud.aiplatform_v1beta1.services.feature_online_store_service.transports.rest_asyncio
import time:      1973 |      86570 |                 google.cloud.aiplatform_v1beta1.services.feature_online_store_service.client
import time:      1323 |       1323 |                 google.cloud.aiplatform_v1beta1.services.feature_online_store_service.async_client
import time:       414 |      88306 |               google.cloud.aiplatform_v1beta1.services.feature_online_store_service
import time:      1213 |       1213 |                   google.cloud.aiplatform_v1beta1.services.feature_registry_service.pagers
import time:      1597 |       1597 |                       google.cloud.aiplatform_v1beta1.services.feature_registry_service.transports.base
import time:      1285 |       1285 |                       google.cloud.aiplatform_v1beta1.services.feature_registry_service.transports.grpc
import time:      1333 |       1333 |                       google.cloud.aiplatform_v1beta1.services.feature_registry_service.transports.grpc_asyncio
import time:      1601 |       1601 |                         google.cloud.aiplatform_v1beta1.services.feature_registry_service.transports.rest_base
import time:      5180 |       6781 |                       google.cloud.aiplatform_v1beta1.services.feature_registry_service.transports.rest
import time:       179 |        179 |                         aiohttp
import time:      1631 |       1810 |                       google.cloud.aiplatform_v1beta1.services.feature_registry_service.transports.rest_asyncio
import time:       603 |      13406 |                     google.cloud.aiplatform_v1beta1.services.feature_registry_service.transports
import time:        68 |      13474 |                   google.cloud.aiplatform_v1beta1.services.feature_registry_service.transports.base
import time:       164 |        164 |                     aiohttp
import time:      1123 |       1287 |                   google.cloud.aiplatform_v1beta1.services.feature_registry_service.transports.rest_asyncio
import time:      3481 |      19453 |                 google.cloud.aiplatform_v1beta1.services.feature_registry_service.client
import time:      1258 |       1258 |                 google.cloud.aiplatform_v1beta1.services.feature_registry_service.async_client
import time:       397 |      21106 |               google.cloud.aiplatform_v1beta1.services.feature_registry_service
import time:      1037 |       1037 |                       google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service.transports.base
import time:       861 |        861 |                       google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service.transports.grpc
import time:       877 |        877 |                       google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service.transports.grpc_asyncio
import time:      1151 |       1151 |                         google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service.transports.rest_base
import time:      2704 |       3854 |                       google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service.transports.rest
import time:       168 |        168 |                         aiohttp
import time:       928 |       1096 |                       google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service.transports.rest_asyncio
import time:       514 |       8236 |                     google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service.transports
import time:        48 |       8284 |                   google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service.transports.base
import time:       159 |        159 |                     aiohttp
import time:       655 |        814 |                   google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service.transports.rest_asyncio
import time:      1734 |      10831 |                 google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service.client
import time:       886 |        886 |                 google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service.async_client
import time:       414 |      12131 |               google.cloud.aiplatform_v1beta1.services.featurestore_online_serving_service
import time:      1265 |       1265 |                   google.cloud.aiplatform_v1beta1.services.featurestore_service.pagers
import time:      1496 |       1496 |                       google.cloud.aiplatform_v1beta1.services.featurestore_service.transports.base
import time:      1097 |       1097 |                       google.cloud.aiplatform_v1beta1.services.featurestore_service.transports.grpc
import time:      1446 |       1446 |                       google.cloud.aiplatform_v1beta1.services.featurestore_service.transports.grpc_asyncio
import time:      3184 |       3184 |                         google.cloud.aiplatform_v1beta1.services.featurestore_service.transports.rest_base
import time:      5082 |       8266 |                       google.cloud.aiplatform_v1beta1.services.featurestore_service.transports.rest
import time:       179 |        179 |                         aiohttp
import time:      1641 |       1820 |                       google.cloud.aiplatform_v1beta1.services.featurestore_service.transports.rest_asyncio
import time:       603 |      14725 |                     google.cloud.aiplatform_v1beta1.services.featurestore_service.transports
import time:        68 |      14793 |                   google.cloud.aiplatform_v1beta1.services.featurestore_service.transports.base
import time:       162 |        162 |                     aiohttp
import time:      1125 |       1286 |                   google.cloud.aiplatform_v1beta1.services.featurestore_service.transports.rest_asyncio
import time:      3247 |      20590 |                 google.cloud.aiplatform_v1beta1.services.featurestore_service.client
import time:      1237 |       1237 |                 google.cloud.aiplatform_v1beta1.services.featurestore_service.async_client
import time:       445 |      22270 |               google.cloud.aiplatform_v1beta1.services.featurestore_service
import time:       565 |        565 |                   google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.pagers
import time:      1154 |       1154 |                       google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.base
import time:      1236 |       1236 |                       google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.grpc
import time:       941 |        941 |                       google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.grpc_asyncio
import time:      1327 |       1327 |                         google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.rest_base
import time:      3014 |       4341 |                       google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.rest
import time:       305 |        305 |                         aiohttp
import time:      1098 |       1403 |                       google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.rest_asyncio
import time:       664 |       9736 |                     google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports
import time:        77 |       9813 |                   google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.base
import time:       163 |        163 |                     aiohttp
import time:       712 |        874 |                   google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.transports.rest_asyncio
import time:      1721 |      12972 |                 google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.client
import time:       881 |        881 |                 google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service.async_client
import time:       400 |      14252 |               google.cloud.aiplatform_v1beta1.services.gen_ai_cache_service
import time:       816 |        816 |                   google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.pagers
import time:       915 |        915 |                       google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.base
import time:       836 |        836 |                       google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.grpc
import time:       963 |        963 |                       google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.grpc_asyncio
import time:      1213 |       1213 |                         google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.rest_base
import time:      3144 |       4356 |                       google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.rest
import time:       178 |        178 |                         aiohttp
import time:      1095 |       1272 |                       google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.rest_asyncio
import time:       558 |       8897 |                     google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports
import time:        62 |       8958 |                   google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.base
import time:       156 |        156 |                     aiohttp
import time:       810 |        965 |                   google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.transports.rest_asyncio
import time:      1835 |      12572 |                 google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.client
import time:      1089 |       1089 |                 google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service.async_client
import time:       375 |      14035 |               google.cloud.aiplatform_v1beta1.services.gen_ai_tuning_service
import time:       603 |        603 |                   google.cloud.aiplatform_v1beta1.services.index_endpoint_service.pagers
import time:      1007 |       1007 |                       google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.base
import time:       965 |        965 |                       google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.grpc
import time:      1125 |       1125 |                       google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.grpc_asyncio
import time:      2609 |       2609 |                         google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.rest_base
import time:      3384 |       5992 |                       google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.rest
import time:       176 |        176 |                         aiohttp
import time:      1401 |       1576 |                       google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.rest_asyncio
import time:       552 |      11214 |                     google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports
import time:        62 |      11276 |                   google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.base
import time:       175 |        175 |                     aiohttp
import time:       866 |       1040 |                   google.cloud.aiplatform_v1beta1.services.index_endpoint_service.transports.rest_asyncio
import time:      2044 |      14962 |                 google.cloud.aiplatform_v1beta1.services.index_endpoint_service.client
import time:       975 |        975 |                 google.cloud.aiplatform_v1beta1.services.index_endpoint_service.async_client
import time:       374 |      16309 |               google.cloud.aiplatform_v1beta1.services.index_endpoint_service
import time:       781 |        781 |                   google.cloud.aiplatform_v1beta1.services.index_service.pagers
import time:      1193 |       1193 |                       google.cloud.aiplatform_v1beta1.services.index_service.transports.base
import time:       889 |        889 |                       google.cloud.aiplatform_v1beta1.services.index_service.transports.grpc
import time:      1009 |       1009 |                       google.cloud.aiplatform_v1beta1.services.index_service.transports.grpc_asyncio
import time:      1149 |       1149 |                         google.cloud.aiplatform_v1beta1.services.index_service.transports.rest_base
import time:      3634 |       4783 |                       google.cloud.aiplatform_v1beta1.services.index_service.transports.rest
import time:       198 |        198 |                         aiohttp
import time:      1169 |       1366 |                       google.cloud.aiplatform_v1beta1.services.index_service.transports.rest_asyncio
import time:       567 |       9805 |                     google.cloud.aiplatform_v1beta1.services.index_service.transports
import time:        62 |       9867 |                   google.cloud.aiplatform_v1beta1.services.index_service.transports.base
import time:       154 |        154 |                     aiohttp
import time:       867 |       1021 |                   google.cloud.aiplatform_v1beta1.services.index_service.transports.rest_asyncio
import time:      2141 |      13809 |                 google.cloud.aiplatform_v1beta1.services.index_service.client
import time:       986 |        986 |                 google.cloud.aiplatform_v1beta1.services.index_service.async_client
import time:       392 |      15185 |               google.cloud.aiplatform_v1beta1.services.index_service
import time:      2188 |       2188 |                   google.cloud.aiplatform_v1beta1.services.job_service.pagers
import time:      2524 |       2524 |                       google.cloud.aiplatform_v1beta1.services.job_service.transports.base
import time:      1604 |       1604 |                       google.cloud.aiplatform_v1beta1.services.job_service.transports.grpc
import time:      2049 |       2049 |                       google.cloud.aiplatform_v1beta1.services.job_service.transports.grpc_asyncio
import time:      2281 |       2281 |                         google.cloud.aiplatform_v1beta1.services.job_service.transports.rest_base
import time:      7792 |      10072 |                       google.cloud.aiplatform_v1beta1.services.job_service.transports.rest
import time:       211 |        211 |                         aiohttp
import time:      2223 |       2434 |                       google.cloud.aiplatform_v1beta1.services.job_service.transports.rest_asyncio
import time:       646 |      19327 |                     google.cloud.aiplatform_v1beta1.services.job_service.transports
import time:        77 |      19403 |                   google.cloud.aiplatform_v1beta1.services.job_service.transports.base
import time:       173 |        173 |                     aiohttp
import time:      1579 |       1752 |                   google.cloud.aiplatform_v1beta1.services.job_service.transports.rest_asyncio
import time:      4623 |      27964 |                 google.cloud.aiplatform_v1beta1.services.job_service.client
import time:      4196 |       4196 |                 google.cloud.aiplatform_v1beta1.services.job_service.async_client
import time:       444 |      32603 |               google.cloud.aiplatform_v1beta1.services.job_service
import time:       997 |        997 |                       google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.base
import time:      1085 |       1085 |                       google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.grpc
import time:       775 |        775 |                       google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.grpc_asyncio
import time:       910 |        910 |                         google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.rest_base
import time:      2499 |       3409 |                       google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.rest
import time:       164 |        164 |                         aiohttp
import time:       747 |        910 |                       google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.rest_asyncio
import time:       503 |       7676 |                     google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports
import time:        40 |       7716 |                   google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.base
import time:       135 |        135 |                     aiohttp
import time:       530 |        665 |                   google.cloud.aiplatform_v1beta1.services.llm_utility_service.transports.rest_asyncio
import time:      1530 |       9910 |                 google.cloud.aiplatform_v1beta1.services.llm_utility_service.client
import time:       762 |        762 |                 google.cloud.aiplatform_v1beta1.services.llm_utility_service.async_client
import time:       459 |      11130 |               google.cloud.aiplatform_v1beta1.services.llm_utility_service
import time:       879 |        879 |                       google.cloud.aiplatform_v1beta1.services.match_service.transports.base
import time:       713 |        713 |                       google.cloud.aiplatform_v1beta1.services.match_service.transports.grpc
import time:       727 |        727 |                       google.cloud.aiplatform_v1beta1.services.match_service.transports.grpc_asyncio
import time:      1115 |       1115 |                         google.cloud.aiplatform_v1beta1.services.match_service.transports.rest_base
import time:      2639 |       3754 |                       google.cloud.aiplatform_v1beta1.services.match_service.transports.rest
import time:       170 |        170 |                         aiohttp
import time:       890 |       1060 |                       google.cloud.aiplatform_v1beta1.services.match_service.transports.rest_asyncio
import time:       509 |       7639 |                     google.cloud.aiplatform_v1beta1.services.match_service.transports
import time:        49 |       7688 |                   google.cloud.aiplatform_v1beta1.services.match_service.transports.base
import time:       150 |        150 |                     aiohttp
import time:       635 |        784 |                   google.cloud.aiplatform_v1beta1.services.match_service.transports.rest_asyncio
import time:      1782 |      10253 |                 google.cloud.aiplatform_v1beta1.services.match_service.client
import time:       805 |        805 |                 google.cloud.aiplatform_v1beta1.services.match_service.async_client
import time:       364 |      11421 |               google.cloud.aiplatform_v1beta1.services.match_service
import time:       595 |        595 |                   google.cloud.aiplatform_v1beta1.services.memory_bank_service.pagers
import time:      1024 |       1024 |                       google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.base
import time:      1088 |       1088 |                       google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.grpc
import time:      1012 |       1012 |                       google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.grpc_asyncio
import time:      1319 |       1319 |                         google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.rest_base
import time:      3442 |       4761 |                       google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.rest
import time:       168 |        168 |                         aiohttp
import time:      1207 |       1374 |                       google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.rest_asyncio
import time:       607 |       9864 |                     google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports
import time:        64 |       9928 |                   google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.base
import time:       165 |        165 |                     aiohttp
import time:       800 |        964 |                   google.cloud.aiplatform_v1beta1.services.memory_bank_service.transports.rest_asyncio
import time:      2052 |      13537 |                 google.cloud.aiplatform_v1beta1.services.memory_bank_service.client
import time:       998 |        998 |                 google.cloud.aiplatform_v1beta1.services.memory_bank_service.async_client
import time:       378 |      14912 |               google.cloud.aiplatform_v1beta1.services.memory_bank_service
import time:      1476 |       1476 |                   google.cloud.aiplatform_v1beta1.services.metadata_service.pagers
import time:      3754 |       3754 |                       google.cloud.aiplatform_v1beta1.services.metadata_service.transports.base
import time:      1484 |       1484 |                       google.cloud.aiplatform_v1beta1.services.metadata_service.transports.grpc
import time:      1990 |       1990 |                       google.cloud.aiplatform_v1beta1.services.metadata_service.transports.grpc_asyncio
import time:      2290 |       2290 |                         google.cloud.aiplatform_v1beta1.services.metadata_service.transports.rest_base
import time:      6453 |       8743 |                       google.cloud.aiplatform_v1beta1.services.metadata_service.transports.rest
import time:       195 |        195 |                         aiohttp
import time:      2050 |       2244 |                       google.cloud.aiplatform_v1beta1.services.metadata_service.transports.rest_asyncio
import time:       715 |      18928 |                     google.cloud.aiplatform_v1beta1.services.metadata_service.transports
import time:        67 |      18994 |                   google.cloud.aiplatform_v1beta1.services.metadata_service.transports.base
import time:       186 |        186 |                     aiohttp
import time:      1436 |       1621 |                   google.cloud.aiplatform_v1beta1.services.metadata_service.transports.rest_asyncio
import time:      4669 |      26759 |                 google.cloud.aiplatform_v1beta1.services.metadata_service.client
import time:      3816 |       3816 |                 google.cloud.aiplatform_v1beta1.services.metadata_service.async_client
import time:       378 |      30952 |               google.cloud.aiplatform_v1beta1.services.metadata_service
