object_number,is_highlight,is_public_domain,object_id,department,object_name,title,culture,period,dynasty,reign,portfolio,artist_role,artist_prefix,artist_display_name,artist_display_bio,artist_suffix,artist_alpha_sort,artist_nationality,artist_begin_date,artist_end_date,object_date,object_begin_date,object_end_date,medium,dimensions,credit_line,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rights_and_reproduction,link_resource,metadata_date,repository
2005.100.590.2,false,true,675524,Photographs,Photograph,"Portail Saint-Trophime; Entrée Du Cloître, Arles, Église Métropolitaine de Saint-Trophime",,,,,,Artist,,Charles Nègre,"French, 1820–1880",,"Nègre, Charles",French,1820,1880,1852,1852,1852,Relief print,Image: 6 15/16 × 5 7/8 in. (17.6 × 15 cm) Mount: 15 7/8 × 7 1/2 in. (40.4 × 19.1 cm),"Gilman Collection, Museum Purchase, 2005",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/675524,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2012.481.18,false,true,301936,Photographs,Daguerreotype,[Woman with Four Children],,,,,,Artist,,Alexandre Bertrand,"French, born 1822",,"Bertrand, Alexandre",French,1822,1922,1850s,1850,1859,Daguerreotype,Image: 14.6 × 11 cm (5 3/4 × 4 5/16 in.) Frame: 37 × 31.5 cm (14 9/16 × 12 3/8 in.),"Gift of Joyce F. Menschel, 2012",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/301936,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2010.23,true,true,291739,Photographs,Photograph,[The Salon of Baron Gros],,,,,,Artist,,Baron Jean-Baptiste-Louis Gros,"French, 1793–1870",,"Gros, Jean-Baptiste-Louis",French,1793,1870,1850–57,1850,1857,Daguerreotype,Image: 22 x 17.1 cm (8 11/16 x 6 3/4 in.),"Purchase, Fletcher Fund, Joyce F. Menschel Gift, Louis V. Bell Fund, Alfred Stieglitz Society and W. Bruce and Delaney H. Lundberg Gifts, 2010",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/291739,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1993.69.1,false,true,266980,Photographs,Photograph,[Reclining Female Nude],,,,,,Artist,,Julien Vallou de Villeneuve,"French, 1795–1866",,"Vallou-de-Villeneuve, Julien",French,1795,1866,ca. 1853,1851,1855,Salted paper print from paper negative,Image: 11.8 x 16.0 cm (4 5/8 x 6 5/16 in.),"Purchase, Lila Acheson Wallace Gift, 1993",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/266980,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1993.69.2,false,true,266981,Photographs,Photograph,[Standing Female Nude],,,,,,Artist,,Julien Vallou de Villeneuve,"French, 1795–1866",,"Vallou-de-Villeneuve, Julien",French,1795,1866,ca. 1853,1851,1855,Salted paper print from paper negative,Image: 12.0 x 16.0 cm. (4  3/4  x 6  5/16  in.),"Purchase, Lila Acheson Wallace Gift, 1993",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/266981,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1993.69.3,true,true,266982,Photographs,Photograph,"[Female Nude, Reclining, in Profile]",,,,,,Artist,,Julien Vallou de Villeneuve,"French, 1795–1866",,"Vallou-de-Villeneuve, Julien",French,1795,1866,ca. 1853,1851,1855,Salted paper print from paper negative,11.2 x 15.5 cm (4 7/16 x 6 1/8 in.),"Purchase, Lila Acheson Wallace Gift, 1993",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/266982,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.40,false,true,283114,Photographs,Photograph,[Reclining Nude],,,,,,Artist,,Julien Vallou de Villeneuve,"French, 1795–1866",,"Vallou-de-Villeneuve, Julien",French,1795,1866,1851–53,1851,1853,Salted paper print from paper negative,Image: 4 13/16 × 6 5/16 in. (12.3 × 16.1 cm) Mount: 10 11/16 in. × 14 in. (27.2 × 35.5 cm),"Gilman Collection, Purchase, Mrs. Walter Annenberg and The Annenberg Foundation Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/283114,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.32,false,true,285909,Photographs,Photograph,"[Windmills, Montmartre]",,,,,,Artist,,Hippolyte Bayard,"French, 1801–1887",,"Bayard, Hippolyte",French,1801,1887,1839,1839,1839,Direct positive on paper,"Image: 9.3 × 10.6 cm (3 11/16 × 4 3/16 in.), irregularly trimmed","Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285909,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.379,false,true,285907,Photographs,Photograph,[Still Life with Statuary],,,,,,Artist,,Hippolyte Bayard,"French, 1801–1887",,"Bayard, Hippolyte",French,1801,1887,Early 1850s,1850,1855,Albumen silver print from glass negative,Image: 26.2 x 20.2 cm (10 5/16 x 7 15/16 in.),"Gilman Collection, Purchase, William Talbott Hillman Foundation Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285907,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
38.22,false,true,268620,Photographs,Photograph,The Birth of Venus,,,,,,Artist,,Abel Niépce de St. Victor,"French, 1805–1870",,"Niépce de St. Victor, Abel",French,1805,1870,1855,1855,1855,Photogravure,5.4 x 4.1 cm. (2  1/8  x 1  5/8  in.),"Gift of Harry Stone, 1938",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/268620,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.189,false,true,285971,Photographs,Photograph,Monsieur Itier's Cange Under Sail on the Nile,,,,,,Artist,,Andre-Victor-Alcide-Jules Itier,"French, 1805–1877",,"Itier, Andre-Victor-Alcide-Jules",French,1805,1877,1845–46,1845,1846,Daguerreotype,Image (visible): 4 3/8 × 5 15/16 in. (11.1 × 15.1 cm) Overall: 6 5/8 × 8 1/4 in. (16.8 × 21 cm),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285971,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.39,false,true,283113,Photographs,Photograph,[Gardens of Saint-Cloud],,,,,,Artist,,Henri Victor Regnault,"French, 1810–1878",,"Regnault, Henri Victor",French,1810,1878,before 1855,1855,1855,Salted paper print from paper negative,Image: 16 1/8 × 14 1/16 in. (41 × 35.7 cm) Sheet: 19 in. × 15 3/16 in. (48.3 × 38.5 cm),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/283113,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.3,false,true,267230,Photographs,Photograph,[Henriette-Caroline-Victoire Robert],,,,,,Artist,,Louis-Rémy Robert,"French, 1810–1882",,"Robert, Louis-Rémy",French,1810,1882,1850s,1850,1859,Salted paper print from paper negative,23.1 x 17.4 cm (9 1/16 x 6 7/8 in.),"Purchase, Joyce and Robert Menschel Gift and The Horace W. Goldsmith Foundation Gift through Joyce and Robert Menschel, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267230,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.104,false,true,267132,Photographs,Photograph,[Gardens of the Chàteau de Saint-Cloud],,,,,,Artist,,Louis-Rémy Robert,"French, 1810–1882",,"Robert, Louis-Rémy",French,1810,1882,ca. 1853,1851,1855,Salted paper print from paper negative,31.1 x 20.0 cm. (12  1/4  x 7  7/8  in.),"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267132,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1987.1052,false,true,265090,Photographs,Photograph,[Table Top Still Life with Model Cathedral and Small Sculptures],,,,,,Artist,,Louis-Rémy Robert,"French, 1810–1882",,"Robert, Louis-Rémy",French,1810,1882,ca. 1856,1854,1858,Salted paper print from glass negative,20.0 x 26.1 cm (7 7/8 x 10 1/4 in.),"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1987",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/265090,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1991.1044,true,true,266332,Photographs,Photograph,Alfred Thompson Gobert,,,,,,Artist,,Louis-Rémy Robert,"French, 1810–1882",,"Robert, Louis-Rémy",French,1810,1882,1849–55,1849,1855,Salted paper print from paper negative,22.6 x 16.8 cm (8 7/8 x 6 5/8 in.),"Purchase, Joyce and Robert Menschel, Mrs. Harrison D. Horblit and Paul F. Walter Gifts, and Rogers Fund, 1991",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/266332,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1996.363.2,true,true,271963,Photographs,Photograph,Romesnil,,,,,,Artist,,Louis-Rémy Robert,"French, 1810–1882",,"Robert, Louis-Rémy",French,1810,1882,1850–55,1850,1855,Salted paper print from paper negative,27 x 35.2 cm (10 5/8 x 13 7/8 in.),"Purchase, Joseph Pulitzer Bequest, 1996",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/271963,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.38,false,true,283112,Photographs,Photograph,"[The Large Tree at La Verrerie, Romesnil]",,,,,,Artist,,Louis-Rémy Robert,"French, 1810–1882",,"Robert, Louis-Rémy",French,1810,1882,ca. 1852,1850,1854,Salted paper print from paper negative,Image: 10 3/8 × 12 1/2 in. (26.3 × 31.8 cm),"Gilman Collection, Purchase, Mrs. Walter Annenberg and The Annenberg Foundation Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/283112,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.630,false,true,286246,Photographs,Photograph,"[Village Scene, Brittany]",,,,,,Artist,,Louis-Rémy Robert,"French, 1810–1882",,"Robert, Louis-Rémy",French,1810,1882,ca. 1854,1852,1856,Salted paper print from paper negative,Image: 31.8 x 26.4 cm (12 1/2 x 10 3/8 in.),"Gilman Collection, Gift of The Howard Gilman Foundation, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/286246,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1998.334.1,false,true,284087,Photographs,Photograph,"Barricades de la Commune, avril 71.  Coin de la place Hotel de Ville & de la rue de Rivoli",,,,,,Artist,,Pierre-Ambrose Richebourg,"French, 1810–1893",,"Richebourg, Pierre-Ambrose",French,1810,1893,1871,1871,1871,Albumen silver print,10.6 x 10 cm (4 3/16 x 3 15/16 in.),"Purchase, The Horace W. Goldsmith Foundation Gift, through Joyce and Robert Menschel, 1998",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/284087,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2004.106,false,true,285343,Photographs,Photograph,[Study of Leaves on a Background of Floral Lace],,,,,,Artist,,Charles Hippolyte Aubry,"French, 1811–1877",,"Aubry, Charles",French,1811,1877,1864,1864,1864,Albumen silver print from glass negative,Image: 46.7 x 36.7 cm (18 3/8 x 14 7/16 in.) Mount: 56.7 x 45.3 cm (22 5/16 x 17 13/16 in.),"Gilman Collection, Purchase, Howard Gilman Foundation Gift, 2004",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285343,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
59.600.57,false,true,270200,Photographs,Photograph,[The Tuileries after the Commune],,,,,,Artist,,Hippolyte-Auguste Collard,"French, 1811–1887",,"Collard, Hippolyte-Auguste",French,1811,1887,1871,1871,1871,Albumen silver print from glass negative,,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/270200,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
59.600.58,false,true,270201,Photographs,Photograph,[The Vendôme Column After Being Torn Down by the Communards],,,,,,Artist,,Hippolyte-Auguste Collard,"French, 1811–1887",,"Collard, Hippolyte-Auguste",French,1811,1887,1871,1870,1879,Albumen silver print from glass negative,21.7 x 30.9 cm (8 9/16 x 12 3/16 in. ),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/270201,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
59.600.59,false,true,270202,Photographs,Photograph,[The Hötel de Ville after the Commune],,,,,,Artist,,Hippolyte-Auguste Collard,"French, 1811–1887",,"Collard, Hippolyte-Auguste",French,1811,1887,1871,1871,1871,Albumen silver print from glass negative,,"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/270202,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
59.600.60,false,true,270203,Photographs,Photograph,[The Tuileries After Its Destruction by the Communards],,,,,,Artist,,Hippolyte-Auguste Collard,"French, 1811–1887",,"Collard, Hippolyte-Auguste",French,1811,1887,1871,1871,1871,Albumen silver print from glass negative,20.8 x 27 cm (8 3/16 x 10 5/8 in. ),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/270203,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
59.600.61,false,true,270204,Photographs,Photograph,[Barricades pres de Ministere de la Marine et l'Hötel Crillon],,,,,,Artist,,Hippolyte-Auguste Collard,"French, 1811–1887",,"Collard, Hippolyte-Auguste",French,1811,1887,1871,1871,1871,Albumen silver print from glass negative,21.7 x 30.9 cm (8 9/16 x 12 3/16 in. ),"The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/270204,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2005.100.436,false,true,285611,Photographs,Photograph,"[Landscape, Arras]",,,,,,Artist,,Adalbert Cuvelier,"French, 1812–1871",,"Cuvelier, Albert",French,1812,1871,1852,1852,1852,Salted paper print from paper negative,Image: 16.3 × 14.1 cm (6 7/16 × 5 9/16 in.) Mount: 20.4 × 17.5 cm (8 1/16 × 6 7/8 in.),"Gilman Collection, Purchase, Mrs. Walter Annenberg and The Annenberg Foundation Gift, 2005",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/285611,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.1,false,true,282154,Photographs,Photograph,Vue générale de Rouen,,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,21.9 x 33.3 cm (8 5/8 x 13 1/8 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282154,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.2,false,true,282155,Photographs,Photograph,Vue générale de la Cathédrale de Rouen,,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,33.6 x 25.1 cm (13 1/4 x 9 7/8 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282155,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.3,false,true,282156,Photographs,Photograph,"Bas du Portail, Côté de la Place, Cathédrale de Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,26.2 x 35 cm (10 5/16 x 13 3/4 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282156,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.4,false,true,282157,Photographs,Photograph,"Haut de Portail, Côté de la Place, Cathédrale de Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,34.6 x 26 cm (13 5/8 x 10 1/4 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282157,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.5,false,true,282158,Photographs,Photograph,"Portail de la Calende, Rouen Cathédral",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,34.4 x 26 cm (13 9/16 x 10 1/4 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282158,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.6,false,true,282159,Photographs,Photograph,Vue générale de Saint-Ouen,,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,24.8 x 31.1 cm (9 3/4 x 12 1/4 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282159,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.7,false,true,282160,Photographs,Photograph,"Portail de Saint-Ouen, Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,34.7 x 26.3 cm (13 11/16 x 10 3/8 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282160,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.8,false,true,282161,Photographs,Photograph,"Tour de Saint-Ouen, Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,33.7 x 24.9 cm (13 1/4 x 9 13/16 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282161,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.9,false,true,282162,Photographs,Photograph,"Portail des Marmousets, Saint-Ouen de Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,34 x 26.1 cm (13 3/8 x 10 1/4 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282162,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.10,true,true,282163,Photographs,Photograph,"Saint-Maclou, Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,34.4 x 25.6 cm (13 9/16 x 10 1/16 in.),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282163,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.11,false,true,282164,Photographs,Photograph,"Escalier de la Basse Vieille Cour, Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,30.5 x 21.9 cm (12 x 8 5/8 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282164,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.12,false,true,282165,Photographs,Photograph,"Fontaine de la Croix de Pierre, Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,30.9 x 22.6 cm (12 3/16 x 8 7/8 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282165,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.13,false,true,267316,Photographs,Photograph,"Cloître Saint-Amand, Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–53,1852,1853,Salted paper print from glass negative,34.5 x 26.5 cm (13 9/16 x 10 7/16 in.),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/267316,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.14,false,true,282166,Photographs,Photograph,"Hôtel du Bourgtheroulde, Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,33.6 x 24.9 cm (13 1/4 x 9 13/16 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282166,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.15,false,true,282167,Photographs,Photograph,"Tourelle du Palais de Justice, Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,34.8 x 25.8 cm (13 11/16 x 10 3/16 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282167,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.16,false,true,282168,Photographs,Photograph,"Fragment du Palais de Justice, Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,34.7 x 24.2 cm (13 11/16 x 9 1/2 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282168,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.17,false,true,282169,Photographs,Photograph,"Fragment du Palais de Justice, Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,34.8 x 26 cm (13 11/16 x 10 1/4 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282169,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.18,false,true,282170,Photographs,Photograph,"Notre Dame de Bonsecours, près Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,32.8 x 26.1 cm (12 15/16 x 10 1/4 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282170,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.19,false,true,282171,Photographs,Photograph,"Saint-Georges de Boscherville,  près Rouen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,34.1 x 25.4 cm (13 7/16 x 10 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282171,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.20,false,true,282172,Photographs,Photograph,"Cathédrale de Louviers, vue générale",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,32.6 x 25.4 cm (12 13/16 x 10 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282172,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.21,false,true,282173,Photographs,Photograph,Portail de la Cathédrale de Louviers,,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,32.7 x 24.5 cm (12 7/8 x 9 5/8 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282173,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.22,false,true,282175,Photographs,Photograph,Portail de la Cathédrale de Louviers,,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,34.3 x 25.4 cm (13 1/2 x 10 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282175,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.23,false,true,282174,Photographs,Photograph,Château de Martainville,,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,24.1 x 31.8 cm (9 1/2 x 12 1/2 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282174,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.24,false,true,282176,Photographs,Photograph,"Rue des Petits Murs, Caen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,33.7 x 25.6 cm (13 1/4 x 10 1/16 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282176,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1995.96.25,false,true,282177,Photographs,Photograph,"Abside de Saint-Pierre, Caen",,,,,,Artist,,Edmond Bacot,"French, 1814–1875",,"Bacot, Edmond",French,1814,1875,1852–54,1852,1854,Salted paper print from glass negative,34.2 x 25.3 cm (13 7/16 x 9 15/16 in. ),"Harris Brisbane Dick Fund, 1995",,,,,,,,,,,,Photographs,,http://www.metmuseum.org/art/collection/search/282177,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
