object_number,is_highlight,is_public_domain,object_id,department,object_name,title,culture,period,dynasty,reign,portfolio,artist_role,artist_prefix,artist_display_name,artist_display_bio,artist_suffix,artist_alpha_sort,artist_nationality,artist_begin_date,artist_end_date,object_date,object_begin_date,object_end_date,medium,dimensions,credit_line,geography_type,city,state,county,country,region,subregion,locale,locus,excavation,river,classification,rights_and_reproduction,link_resource,metadata_date,repository
"2009.300.1335a, b",false,true,156039,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,spring/summer 1938,1938,1938,silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/156039,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"2009.300.2228a, b",false,true,157030,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,spring/summer 1923,1923,1923,"silk, metal, feather",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Designated Purchase Fund, 1988",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157030,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"2009.300.2887a, b",false,true,157761,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,fall/winter 1925–26,1925,1926,"silk, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157761,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"2009.300.3182a, b",false,true,158091,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,fall/winter 1930–31,1930,1931,silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. George B. Wells, 1957",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/158091,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"2009.300.3310a, b",false,true,158233,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,spring/summer 1937,1937,1937,synthetic,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/158233,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"2009.300.7310a, b",false,true,175769,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,winter 1930–31,1930,1931,Silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Anthony Wilson, 1963",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/175769,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.1364a–c,false,true,156070,Costume Institute,Evening ensemble,Evening ensemble,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,spring/summer 1923,1923,1923,"silk, metal, rhinestones",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Designated Purchase Fund, 1984",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/156070,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2442a–c,false,true,157269,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1935,1933,1937,"silk, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Robert E. Blum, 1956",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157269,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2564a–d,false,true,157404,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,fall/winter 1923–24,1923,1924,"silk, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. Frederick H. Prince, Jr., 1967",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157404,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2628a–c,false,true,157476,Costume Institute,Ensemble,Ensemble,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,ca. 1926,1924,1928,"silk, wool",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Designated Purchase Fund, 1984",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157476,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.2655a–c,false,true,157506,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,fall/winter 1926–27,1926,1927,"silk, metal",,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Brooklyn Museum Collection",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/157506,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
2009.300.7026a–c,false,true,174016,Costume Institute,Evening dress,Evening dress,French,,,,,Designer|Design House,,Jeanne Lanvin|House of Lanvin,"French, 1867–1946|French, founded 1889",,"Lanvin, Jeanne|Lanvin, House of",French|French,1867      |1889,1946      |9999,winter 1930–31,1930,1931,Silk,,"Brooklyn Museum Costume Collection at The Metropolitan Museum of Art, Gift of the Brooklyn Museum, 2009; Gift of Mrs. George B. Wells, 1957",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/174016,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1979.90,false,true,110001,Costume Institute,Necktie,Necktie,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1974,1974,1974,silk,,"Gift of John Michael Powers, Jr., 1979",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/110001,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1984.54,false,true,109995,Costume Institute,Evening dress,Evening dress,French,,,,,Design House|Designer,Attributed to|Attributed to,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,ca. 1933,1928,1938,"silk, cotton",,"Gift of Gabriella de Balogh, 1984",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/109995,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1976.30.2,false,true,94721,Costume Institute,Robe de Style,Robe de Style,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,fall/winter 1926–27,1926,1927,"silk, plastic, glass",,"Gift of Mrs. Gilbert W. Chapman, 1976",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94721,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1978.29.3,false,true,94699,Costume Institute,Afternoon dress,Afternoon dress,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1928–29,1928,1929,silk,,"Gift of Mr. and Mrs. Charles Abrams, 1978",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94699,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1975.303.2,false,true,109980,Costume Institute,Hat,Hat,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1914–20,1914,1920,[no medium available],,"Gift of Elizabeth A. Tilson, 1975",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/109980,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1975.303.3,false,true,83472,Costume Institute,Hat,Hat,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1918–25,1918,1925,"horsehair, silk, feathers",,"Gift of Elizabeth A. Tilson, 1975",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/83472,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1978.184.7,false,true,94692,Costume Institute,Robe de Style,Robe de Style,French,,,,,Designer|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1920–25,1920,1925,"silk, metallic thread, glass, plastic",,"Purchase, Marcia Sand Bequest, in memory of her daughter, Tiger (Joan) Morse, 1978",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94692,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1978.184.8,false,true,94715,Costume Institute,Robe de Style,Robe de Style,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,fall/winter 1926–27,1926,1927,silk,,"Purchase, Marcia Sand Bequest, in memory of her daughter, Tiger (Joan) Morse, 1978",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94715,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1979.87.43,false,true,107363,Costume Institute,Hat,Hat,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1967–69,1967,1969,wool,,"Gift of Janet A. Sloane, 1979",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/107363,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1980.487.2,false,true,94722,Costume Institute,Robe de Style,Robe de Style,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,fall/winter 1924–25,1924,1925,"silk, metallic thread",,"Gift of Mrs. Loretta Hines Howard, 1980",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94722,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1985.365.1,false,true,109985,Costume Institute,Wedding Dress,Wedding dress,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,fall/winter 1926–27,1926,1927,silk,,"Gift of Varney Thompson Elliott and Rosemary Thompson Franciscus, in memory of their mother, Margaret Whitney Thompson, 1985",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/109985,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1985.365.5,false,true,94720,Costume Institute,Dress,Dress,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1927,1927,1927,silk,,"Gift of Varney Thompson Elliott and Rosemary Thompson Franciscus,  in memory of their mother, Margaret Whitney Thompson, 1985",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94720,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1986.377.2,false,true,94727,Costume Institute,Evening dress,Evening dress,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,ca. 1930,1925,1935,silk,,"Gift of Mrs. Jill L. Leinbach & Mr. James L. Long in memory of their mother, Mrs. Jane P. Long, 1986",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94727,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1986.516.4,false,true,94703,Costume Institute,Dress,Dress,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1925–29,1925,1929,"silk, feathers",,"Gift of Miriam W. Coletti, 1986",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94703,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1986.516.9,false,true,91818,Costume Institute,Ski trousers,Ski trousers,French,,,,,Design House|Designer,Attributed to,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,ca. 1925,1920,1930,"wool, silk",,"Gift of Miriam W. Coletti, 1986",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/91818,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
C.I.62.8.2,false,true,94718,Costume Institute,Robe de Style,Robe de Style,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1922,1922,1922,silk,,"Gift of Mrs. Stephen C. Clark, 1962",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94718,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
1986.516.10,false,true,109982,Costume Institute,Belt,Belt,French,,,,,Design House|Designer,Attributed to|Attributed to,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1920,1920,1920,"leather, steel",,"Gift of Miriam W. Coletti, 1986",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/109982,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"2015.95a, b",false,true,680139,Costume Institute,Dress,Dress,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1928,1928,1928,"silk, metal, glass",,"Purchase, Friends of The Costume Institute Gifts, 2015",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/680139,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
C.I.46.93.1,false,true,94725,Costume Institute,Evening dress,Evening dress,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,fall/winter 1930–31,1930,1931,silk,,"Gift of Mrs. Charles Leibman, 1946",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94725,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
C.I.50.84.1,false,true,94726,Costume Institute,Evening dress,Evening dress,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,spring/summer 1930,1930,1930,silk,,"Gift of Miss Frances McFadden, 1950",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94726,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
C.I.56.49.3,false,true,94719,Costume Institute,Robe de Style,Robe de Style,French,,,,,Design House|Designer,Attributed to|Attributed to,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,1925,1925,1925,"silk, beading",,"Gift of Mrs. W. R. Grace, 1956",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94719,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
C.I.57.46.2,false,true,94702,Costume Institute,Dress,Dress,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,ca. 1927,1922,1932,"silk, wool, metal",,"Gift of Mrs. Seaman Schepps, 1957",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94702,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"1976.28.2a, b",false,true,94705,Costume Institute,Evening dress,Evening dress,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,spring/summer 1927,1927,1927,"silk, metallic thread",,"Gift of Mrs. Herbert Bayer, 1976",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94705,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
"1976.30.1a, b",false,true,94723,Costume Institute,Robe de Style,Robe de Style,French,,,,,Design House|Designer,,House of Lanvin|Jeanne Lanvin,"French, founded 1889|French, 1867–1946",,"Lanvin, House of|Lanvin, Jeanne",French|French,1889      |1867,9999      |1946,fall/winter 1926–27,1926,1927,"silk, plastic, glass",,"Gift of Mrs. Gilbert W. Chapman, 1976",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/94723,2017-02-06 08:00:16.000000 UTC,"Metropolitan Museum of Art, New York, NY"
